sentence,source,class
"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  ",imdb,negative
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  ,imdb,negative
"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ",imdb,negative
"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  ",imdb,negative
"Schrader has made a resume full of lousy, amateurish films.  ",imdb,negative
"When I first watched this movie, in the 80s, I loved it.  ",imdb,positive
"I was totally fascinated by the music, the dancing... everything.  ",imdb,positive
"However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  ",imdb,negative
"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  ",imdb,negative
The character developments also lacked in depth.  ,imdb,negative
"Woa, talk about awful.  ",imdb,negative
Do not waste your time.  ,imdb,negative
It was just too horrible.  ,imdb,negative
"The worst, sappiest dialogue... I could go on and on.  ",imdb,negative
But what really made it unwatchable was the direction.  ,imdb,negative
The poor actors.  ,imdb,negative
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  ,imdb,negative
If you check the director's filmography on this site you will see why this film didn't have a chance.  ,imdb,negative
This would not even be good as a made for TV flick.  ,imdb,negative
"If good intentions made a film great, then this film might be one of the greatest films ever made.  ",imdb,positive
"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  ",imdb,positive
"Regrettably, the film fails.  ",imdb,negative
"The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  ",imdb,negative
No actress has been worse used that June Allison in this movie.  ,imdb,negative
"Yet, I enjoy watching it.  ",imdb,positive
"Unfortunately, this is a bad movie that is just plain bad.  ",imdb,negative
"Bad script, bad direction and horrible acting make this one plain bad!  ",imdb,negative
The dialogue sucked.  ,imdb,negative
The cinematography-if it can be called that-sucked.  ,imdb,negative
The soundtrack sucked.  ,imdb,negative
The acting sucked.  ,imdb,negative
The concert sequences just sucked.  ,imdb,negative
That was nice.  ,imdb,positive
That was funny.  ,imdb,positive
It was so funny.  ,imdb,positive
"Overall, this movie was cheap trash.  ",imdb,negative
"But this movie is not funny, considering the ridiculousness of it.  ",imdb,negative
I came out of it feeling angry.  ,imdb,negative
"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  ",imdb,positive
The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  ,imdb,positive
"Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  ",imdb,positive
"And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  ",imdb,positive
"All things considered, a job very well done.  ",imdb,positive
Thanks good a movie like this was done and released.  ,imdb,positive
"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ",imdb,positive
"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  ",imdb,positive
"The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  ",imdb,positive
"It is an excellent drama, an excellent thriller, and an excellent film.  ",imdb,positive
Up there with the best of Melville.  ,imdb,positive
Everything about this film is simply incredible.  ,imdb,positive
You truly take this journey through the eyes and soul of a child.  ,imdb,positive
BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  ,imdb,positive
"The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  ",imdb,positive
I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  ,imdb,positive
I'm not sure what he was trying to do with this film.  ,imdb,negative
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  ,imdb,negative
There is a lot of beautiful places.  ,imdb,positive
"It was forced, like everything in this movie.  ",imdb,negative
"Again, lame.  ",imdb,negative
Here's where the movie really pi**ed me off.  ,imdb,negative
And don't even get me started on the jerky camerawork.  ,imdb,negative
When I saw it in the theater I thought I was going to be sick.  ,imdb,negative
Summary: The witticisms weren't witty.  ,imdb,negative
"The plot - well, I said I'd let that one go.  ",imdb,negative
The acting was bad.  ,imdb,negative
Really bad.  ,imdb,negative
"Even Billy Bob couldn't rise above the script, which was worse.  ",imdb,negative
"Camerawork - again, bad.  ",imdb,negative
Rating: 1 out of 10.  ,imdb,negative
An AMAZING finale to possibly the BEST trilogy of all time!  ,imdb,positive
Kieslowski never ceases to amaze me.  ,imdb,positive
"He is one of my favourite directors, and one of the most talented directors in the history of cinema.  ",imdb,positive
"His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  ",imdb,positive
Three of the most visually appealing movies i've ever seen.  ,imdb,positive
And his subtle connections between the three films are awesome.  ,imdb,positive
"I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  ",imdb,positive
"I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  ",imdb,positive
"I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  ",imdb,positive
10 out of 10 for both the movie and trilogy.  ,imdb,positive
I literally vomited while watching this film.  ,imdb,negative
I think i was one of the people who found this another one of roth's pearls.  ,imdb,positive
"his performance, as awarded, was stunning.  ",imdb,positive
"the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  ",imdb,positive
